"","exp"
"1",0.513244129076688
"2",0.51512803540443
"3",0.515474118044226
"4",0.51438366701782
"5",0.510211315084889
"6",0.510265227422276
"7",0.518690525626406
"8",0.512997950940079
"9",0.513496194793708
"10",0.509728043232078
"11",0.514019196474641
"12",0.511108488917897
"13",0.50651143698166
"14",0.519679135895929
"15",0.508820577214133
"16",0.508979721992319
"17",0.514677886562363
"18",0.515987352300083
"19",0.514345676184737
"20",0.516231260896065
"21",0.515105515596899
"22",0.515532207943733
"23",0.512715583954896
"24",0.513389684788329
"25",0.507974079661106
"26",0.515182532052119
"27",0.520806627266141
"28",0.517037631369109
"29",0.518144082699244
"30",0.511105450110414
"31",0.511711149246981
"32",0.508398757406425
"33",0.512535673846184
"34",0.512391726597584
"35",0.515674663723731
"36",0.512586057973775
"37",0.514315062099071
"38",0.511359495648706
"39",0.511330998624437
"40",0.50862757430313
"41",0.510312991340884
"42",0.516641111544206
"43",0.507457401752855
"44",0.510096764594511
"45",0.518675474435154
"46",0.516573321925641
"47",0.50591757463461
"48",0.516946850712088
"49",0.515919285531323
"50",0.511694883772396
"51",0.514201285320169
"52",0.509821042200548
"53",0.519407212994111
"54",0.512373145798592
"55",0.512737086943847
"56",0.51465262885729
"57",0.516436706199672
"58",0.512221657930849
"59",0.509495641534438
"60",0.511279632282872
"61",0.513229187123751
"62",0.507990869440259
"63",0.513240440896424
"64",0.515986183875192
"65",0.509385952188971
"66",0.518735542626537
"67",0.514310431896079
"68",0.516367770708955
"69",0.510386395415073
"70",0.511098943474761
"71",0.516732919426682
"72",0.515192450631561
"73",0.51191037969039
"74",0.521442228836728
"75",0.516272597271973
"76",0.508124506660833
"77",0.514913344586233
"78",0.512150434864777
"79",0.512959080207659
"80",0.510315020365926
"81",0.518497089789422
"82",0.509077698244611
"83",0.514588351993947
"84",0.511375799339689
"85",0.516340547529337
"86",0.511323184592825
"87",0.513832696037224
"88",0.513989695683455
"89",0.516340568574882
"90",0.510380604221101
"91",0.520459377373294
"92",0.517524680257813
"93",0.519935654122551
"94",0.512753520526904
"95",0.513916826376377
"96",0.516344269870595
"97",0.515884693081235
"98",0.509118224345782
"99",0.512885738474048
"100",0.514865067996121
