"","exp"
"1",0.51051826435019
"2",0.508883978698667
"3",0.515150684199121
"4",0.515387256730068
"5",0.506232206356589
"6",0.50938112109764
"7",0.508443866267541
"8",0.511109871194999
"9",0.512669429967523
"10",0.51512374382969
"11",0.514469905586152
"12",0.513502977355131
"13",0.514663711497313
"14",0.507329737149782
"15",0.502115231156754
"16",0.51570184108193
"17",0.505750615260918
"18",0.515203050621286
"19",0.511582223963449
"20",0.51145051416442
"21",0.513177412218793
"22",0.514979121288678
"23",0.511434416241297
"24",0.511875774115064
"25",0.511682864530018
"26",0.509297599319454
"27",0.517183705901649
"28",0.50754787967573
"29",0.518488311552324
"30",0.511706453878295
"31",0.516477326281645
"32",0.511623598797682
"33",0.513871276592355
"34",0.514806395368401
"35",0.510771609861742
"36",0.517376863912184
"37",0.517794149515277
"38",0.508035178494545
"39",0.517036659140022
"40",0.513163436947808
"41",0.510593051883036
"42",0.509200898180307
"43",0.519551662658428
"44",0.51382245637928
"45",0.510475809784687
"46",0.511638920150503
"47",0.51700649705786
"48",0.516314388358894
"49",0.512196104710779
"50",0.522320427475744
"51",0.512375592078648
"52",0.511873160730665
"53",0.512689715344645
"54",0.514579077396489
"55",0.516539313315447
"56",0.514365401236659
"57",0.507593299411942
"58",0.515912059586382
"59",0.511805933997227
"60",0.508301109709901
"61",0.510548934301315
"62",0.51237258730369
"63",0.508511078812199
"64",0.516853276590508
"65",0.514131849596749
"66",0.513580673767408
"67",0.504885585373282
"68",0.508690578505912
"69",0.51016156154632
"70",0.516658500228091
"71",0.513140099588552
"72",0.520998014722873
"73",0.509682562196399
"74",0.50891494723873
"75",0.513895012896088
"76",0.513782838080728
"77",0.510389660725151
"78",0.510463147487773
"79",0.511236090864693
"80",0.511687077952569
"81",0.512347941178312
"82",0.512566482339388
"83",0.515016384131818
"84",0.512095781818349
"85",0.510968172550581
"86",0.515395866067454
"87",0.515206399144189
"88",0.511787295832117
"89",0.514760320764204
"90",0.511978615178467
"91",0.509946813817992
"92",0.518240211846201
"93",0.515449662413267
"94",0.518293768109798
"95",0.515205551497942
"96",0.515096806995798
"97",0.511878380870752
"98",0.513754567990052
"99",0.511453776165196
"100",0.51711223332238
