"","exp"
"1",0.50479247421928
"2",0.520398565537843
"3",0.513829163314864
"4",0.510623400806229
"5",0.513315556512387
"6",0.513896934260454
"7",0.514984028686229
"8",0.515169297774222
"9",0.510920310998091
"10",0.512918728962316
"11",0.517541989824578
"12",0.515530342698779
"13",0.505394462280743
"14",0.508741114763042
"15",0.512907161725179
"16",0.512193332330608
"17",0.512855319500297
"18",0.515198220676915
"19",0.505789688674543
"20",0.513079294902763
"21",0.51815326128199
"22",0.516004387077285
"23",0.50922281961811
"24",0.517323770354508
"25",0.511612183254814
"26",0.513695888636727
"27",0.512017888620481
"28",0.519702749404055
"29",0.509112441786489
"30",0.514830825608594
"31",0.510298727925434
"32",0.511871884542544
"33",0.510358173891854
"34",0.508664112154278
"35",0.509780524554321
"36",0.510258952490004
"37",0.515595934649697
"38",0.510504031561522
"39",0.510777158547489
"40",0.507178854259346
"41",0.512201463419994
"42",0.510590289562299
"43",0.515803166196292
"44",0.515231640798534
"45",0.506483139426478
"46",0.512834108126977
"47",0.508106942704948
"48",0.510998381910902
"49",0.511061327277923
"50",0.509727450752166
"51",0.520287223750349
"52",0.508992764083297
"53",0.517656897990528
"54",0.515112594115302
"55",0.515399932631997
"56",0.511178197154282
"57",0.513610176984308
"58",0.513099261328118
"59",0.511447540388723
"60",0.518230270981532
"61",0.515432900818982
"62",0.517822724971127
"63",0.518025718394199
"64",0.513100339422394
"65",0.51422722373255
"66",0.513862737288248
"67",0.514410223969513
"68",0.509417497361241
"69",0.515095809426742
"70",0.512162845684473
"71",0.512187321950141
"72",0.513204553275115
"73",0.513447946865849
"74",0.515616715929295
"75",0.51179341372126
"76",0.514010515992474
"77",0.513134302930286
"78",0.514638185682586
"79",0.511240855832705
"80",0.511316204899473
"81",0.50761881004263
"82",0.506599751360006
"83",0.516079064777902
"84",0.517089887915746
"85",0.506243694557427
"86",0.51589087242599
"87",0.516897025429728
"88",0.513115646328646
"89",0.513322725512093
"90",0.506830426841791
"91",0.510848085864045
"92",0.514947511069271
"93",0.510317219112756
"94",0.51931888559034
"95",0.510829274075676
"96",0.506686545432917
"97",0.516155701618763
"98",0.509923880478551
"99",0.52167045379098
"100",0.515123918632338
