"","exp"
"1",0.547023849894051
"2",0.536972821338723
"3",0.533372459619916
"4",0.539858052134791
"5",0.535081214183588
"6",0.537726657806473
"7",0.535541900942172
"8",0.54083212844318
"9",0.535026764478297
"10",0.532472948441127
"11",0.534716145624896
"12",0.53510180396752
"13",0.538161914423974
"14",0.539863859519581
"15",0.539189323091098
"16",0.537882990609584
"17",0.530977163485866
"18",0.540867888549863
"19",0.536730035776016
"20",0.538587233083128
"21",0.530246461090424
"22",0.532529815552295
"23",0.54416299066409
"24",0.539256687931894
"25",0.534330628169533
"26",0.53340559777496
"27",0.538321619526494
"28",0.53438605067939
"29",0.532692625584155
"30",0.536148999943484
"31",0.543622987583231
"32",0.534768803433925
"33",0.537907358816915
"34",0.543014279538155
"35",0.534742587988101
"36",0.536419477208753
"37",0.548014265389012
"38",0.538970317453842
"39",0.540548067998935
"40",0.539313551404035
"41",0.538414917934881
"42",0.538030998799568
"43",0.538896473930278
"44",0.538083364983802
"45",0.529426605781357
"46",0.542355713166507
"47",0.536509275699542
"48",0.530250887639631
"49",0.545143724558635
"50",0.537091161352038
"51",0.538819074305772
"52",0.540149000060494
"53",0.532337611434849
"54",0.54112148182193
"55",0.534083416673022
"56",0.53826063231928
"57",0.532173785829122
"58",0.529857018577042
"59",0.532279125126403
"60",0.542224166176893
"61",0.533720531239087
"62",0.53636400231045
"63",0.537558997070409
"64",0.537868648364091
"65",0.530989287734731
"66",0.537070194439133
"67",0.536776913905493
"68",0.532293528456834
"69",0.539720939119964
"70",0.539634810095603
"71",0.53361934559652
"72",0.543739505085651
"73",0.537256511092624
"74",0.531231047279664
"75",0.53286175602456
"76",0.541108316491094
"77",0.545452716023296
"78",0.534856461108205
"79",0.535102031962305
"80",0.538666821726045
"81",0.539316393144964
"82",0.543396485530188
"83",0.539126777978417
"84",0.539001282619525
"85",0.537477156606425
"86",0.541043125554236
"87",0.533930953719607
"88",0.533779544034588
"89",0.534520815532458
"90",0.523187093728064
"91",0.539054809121736
"92",0.539189625928958
"93",0.53817642538594
"94",0.538419545296859
"95",0.537309997417276
"96",0.53735702909159
"97",0.539903116562701
"98",0.541162657119512
"99",0.536521962127213
"100",0.540887414822475
