"","scale.rs.","scale.cs.","scale.ps."
"X1",0.039862984161284,0.0549023321206584,0.0405229879015755
"X2",0.0289295099458023,0.0476616591877542,0.0403740680106137
"X3",0.0353330118814593,0.0432565592952094,0.0386941456433746
"X4",0.0212550037639853,0.0445573058560743,0.0428659006704657
"X5",0.0405845310358304,0.0482971592164105,0.0405241953118434
"X6",0.0314895848417266,0.0305018491483475,0.0416510784496777
"X7",0.022880161651657,0.0412360616039487,0.0380007913890694
"X8",0.0299067576865126,0.0480097820005391,0.0602814431503116
"X9",0.0327673745071956,0.0632889822779397,0.0458709855388056
"X10",0.0395705457041371,0.0664682439342264,0.0491940209231199
"X11",0.042373160974938,0.0503326731060436,0.0529467556067974
"X12",0.0268726964573912,0.0327269010226021,0.0320846833353261
"X13",0.0371919626556165,0.046181291433431,0.0473678399043137
"X14",0.0492598028069576,0.0664318089636344,0.0361167955614453
"X15",0.0355760451560503,0.0486286822692937,0.0267557150664768
"X16",0.0509524919083549,0.046524739646469,0.0401181938485901
"X17",0.0283090083233011,0.0351838622163684,0.0445534284662386
"X18",0.043818096137234,0.0482695994313253,0.0338162977138423
"X19",0.028767214646856,0.0461047593313364,0.0288013216035124
"X20",0.0369856207628708,0.0605034051915138,0.0371668979474268
"X21",0.0354549173703291,0.0524342124261057,0.048852415213459
"X22",0.0399940699223725,0.0474037660362165,0.039917460607486
"X23",0.036610719401145,0.0482214679016572,0.0367834289388477
"X24",0.0191066665962749,0.0864199607851652,0.0468680451236757
"X25",0.0289430451981289,0.052428460163029,0.0328084578204607
"X26",0.0188741200705074,0.035745365617445,0.0526345505288802
"X27",0.034900488134343,0.0567012231502507,0.0654629335493334
"X28",0.0438356665164288,0.0427310639927679,0.043399768775929
"X29",0.0248429935003985,0.0565742662518148,0.0377296002725807
"X30",0.0366176979650328,0.0430204684536687,0.0369724674542218
"X31",0.0204742607048686,0.0568958777820092,0.0341794445414656
"X32",0.0194997945522816,0.0569140050348381,0.0473097267076401
"X33",0.0302761335165799,0.0454928957672534,0.0301201428828246
"X34",0.0398463591004817,0.044524019091487,0.0393869732077039
"X35",0.0370148217639462,0.0432417558385932,0.0380818923342858
"X36",0.0290629935260041,0.0594843929167535,0.0680408340872108
"X37",0.0342232563366542,0.0567472673442922,0.0531084915180907
"X38",0.0458670169984132,0.0744391334369379,0.0587063780957693
"X39",0.0529615332644134,0.043866318803281,0.0492966705349508
"X40",0.0359343721892817,0.0350961481555631,0.0472997806316331
"X41",0.0215114724055318,0.0476916066243807,0.050648868332295
"X42",0.0368825313947786,0.043555416185184,0.0578241136742408
"X43",0.0474844457329098,0.0402534547775982,0.0466095658076342
"X44",0.0358648359492971,0.0504838213832641,0.0393487685417776
"X45",0.0327742260381885,0.0610113649730589,0.0551666624813215
"X46",0.0235064595432824,0.0468375715419637,0.0307396031752902
"X47",0.0227878420500312,0.0256719747605126,0.0497436818368461
"X48",0.0329550842146102,0.0484880763165368,0.0437948189861485
"X49",0.0282946512685365,0.0753041267980664,0.0391193352107495
"X50",0.0333396487960565,0.0494086618303921,0.0497775145673263
"X51",0.0233634153012198,0.0575123423303444,0.0445486664154458
"X52",0.0356420964055304,0.0422070338884431,0.0455261010685046
"X53",0.0401870408776329,0.0517001575263633,0.0329314600755281
"X54",0.0454515138085533,0.0563275823650134,0.0476072623080676
"X55",0.0372230838138289,0.0429185288227067,0.0292546960733008
"X56",0.0314868087835175,0.0449487544646696,0.0285190111953589
"X57",0.04445894870953,0.0615443129980851,0.0386701261111778
"X58",0.034259697104548,0.0291395263637695,0.0322522362719431
"X59",0.0448252485191381,0.0491798840432061,0.0493642147184695
"X60",0.0431560828998111,0.0389385055701139,0.0447136261950906
"X61",0.0392861162675416,0.0368101522094504,0.0253742552247772
"X62",0.0486784769671976,0.0502021836459038,0.0487240974389295
