"","scale.rs.","scale.cs.","scale.ps."
"X1",0.0300640297415092,0.0118557038371719,0.0466494943243693
"X2",0.0398605250149362,0.0286316980182069,0.0463389907956212
"X3",0.04044004169795,0.0100468298327309,0.0378146710781719
"X4",0.0416245406101586,0.00997487066506263,0.0478049628239637
"X5",0.0255048216995201,0.0165837925484822,0.0408408256957907
"X6",0.0171737491703386,0.0184745121262945,0.0343611578594729
"X7",0.0343639290805398,0.0107080286217371,0.0488694148073404
"X8",0.0399139777582795,0.0229250199871271,0.0485369829115876
"X9",0.0498633378509581,0.00847585606258268,0.0358150533125688
"X10",0.0440895802963122,0.0152937904554476,0.0452247112692627
"X11",0.0276794903597303,0.0120816429792244,0.038893291332372
"X12",0.0392364065567219,0.0138698193786939,0.0348116139082673
"X13",0.0406558821050071,0.0158684425556925,0.0488787312203749
"X14",0.0310141413116063,0.00983410464481292,0.0392603791552472
"X15",0.0332718222965211,0.0156119320867224,0.0438607683354417
"X16",0.0346683150439879,0.0134805008851735,0.0378601103941216
"X17",0.0364046163756275,0.0148523457958246,0.0261884593514542
"X18",0.0250953486016403,0.00495856356616532,0.0361305806193653
"X19",0.0203839169520092,0.0204990256752711,0.0526803907014728
"X20",0.0366656246342479,0.00870673235560226,0.0391912468494056
"X21",0.0304747366912989,0.00308258816670883,0.0414175180491176
"X22",0.0388067653234253,0.00212045511401679,0.039681452236562
"X23",0.0236760107969875,0.0079976285191409,0.0375518105918976
"X24",0.0328227906054609,0.0220429429823783,0.0121515176254221
"X25",0.0288498386684636,0.0127730976097135,0.0410794216313238
"X26",0.032722154723044,0.00909605220674302,0.0356743056010197
"X27",0.021163263641446,0.00660747864276221,0.042098885583927
"X28",0.0417531659039987,0.0241671421482872,0.0568230706716043
"X29",0.0349248922621529,0.00369962690847241,0.034977238592685
"X30",0.0305953715496942,-0.00848239470479963,0.0393344645071222
"X31",0.0291090275705936,0.0119761809007222,0.0302955294841661
"X32",0.0402276099232761,0.00464326375529861,0.0546518179126432
"X33",0.0335251220859163,0.00488135834228536,0.035336722855719
"X34",0.0420772819069521,0.0141354286241689,0.0404077765014783
"X35",0.0288157584881265,0.0131580880442068,0.0414396656345069
"X36",0.0329728224365583,0.00904216988157438,0.0336493908975692
"X37",0.0362592048842924,0.00127696542733601,0.0411122024044014
"X38",0.0292146416909523,0.0023296374890088,0.0472014934052183
"X39",0.0415774923247413,0.00670754965667444,0.0452634614293101
"X40",0.0478995733435875,0.0173237628383398,0.0526488238271295
"X41",0.0297794370394318,0.0142235749397722,0.052887783040859
"X42",0.033504815759538,0.00776764526540475,0.0266088191931631
"X43",0.0303343309029361,-0.00667260220303489,0.0387042730818818
"X44",0.0257970606953001,0.0119123437509854,0.0382978430091511
"X45",0.0366150604498731,0.0175433329987576,0.0272899043296739
"X46",0.0441290913421494,0.0201306630900394,0.0364079683479312
"X47",0.0447805175526155,0.0211821631959546,0.0523316227109819
"X48",0.0375450403514545,0.0169734696468583,0.0550584683107029
"X49",0.0305322054734329,0.0152481820898254,0.0414971244225292
"X50",0.0291195235460042,0.0327091936034416,0.0503777141625308
"X51",0.0372189222904165,0.0156204814556339,0.0380251877476256
"X52",0.0223190318187134,0.0173684172058031,0.0407459282376335
"X53",0.0207024707954689,0.0034238671572703,0.0391119534308102
"X54",0.0337676508699909,0.0150576600453653,0.0381755436762587
"X55",0.039682263110448,0.0105171001250185,0.0586460732073903
"X56",0.0468330335284308,0.0262363293079096,0.0262479055999576
"X57",0.0389836346816264,0.0208391284077533,0.027594859363029
"X58",0.0401766871749172,0.0122701041706576,0.026055481637442
"X59",0.0433924844675744,0.0104335558427657,0.0362867285796069
"X60",0.0365685435229097,0.0139187111355149,0.0346431415915647
"X61",0.0353930916148489,0.00884015080646275,0.0438121421140556
"X62",0.0245279128397422,0.0129012171463205,0.0330105202593992
"X63",0.0371582883942866,0.0222502190838086,0.0439168183605976
"X64",0.0445237925465409,0.00712523011632983,0.0424401125798839
"X65",0.0365244896017529,0.00617235337617438,0.052922934193409
"X66",0.0257790947634439,0.0112930256556346,0.0421164382170292
"X67",0.031230827249396,0.0262264656272361,0.0315410251465294
"X68",0.0360719183357474,0.0038706757710799,0.031867218036899
"X69",0.0343663509594263,0.0172161992679142,0.0239554909762318
"X70",0.0416418185145386,0.0167168289274343,0.0727434432677328
"X71",0.0542773770815765,0.00648888726851832,0.0509695045263954
"X72",0.0320589583247131,0.00798551729258136,0.0373320809438806
"X73",0.0377689777154744,0.0196372566016046,0.0453399950938441
"X74",0.0379148339949639,0.0116674873008919,0.0377476230527075
"X75",0.0306670013690314,0.0141040741790078,0.0383180895801438
"X76",0.0373535147689737,0.00401190720433408,0.0303655471374138
"X77",0.0285155285378177,0.0146347215974626,0.0444641855712423
"X78",0.0428248202173735,0.0144053574161613,0.0284000646691369
"X79",0.0326002688467883,0.00288931939508698,0.0352442577412828
"X80",0.0317100714978658,0.016463472835161,0.043103030572034
"X81",0.0376961675425648,0.0123336604657455,0.046820413179747
"X82",0.035263830527132,0.0132391862773563,0.0386613087575936
"X83",0.0314326668610478,0.014585659901693,0.0377046142014893
"X84",0.0296639504534349,-0.00771017351165095,0.0422733952476591
"X85",0.0286076262773467,0.00450091241308708,0.043299590094771
"X86",0.0377900190805609,0.0133087530636241,0.0432358913259245
"X87",0.0360586562374502,0.0161552298127573,0.0485644124042604
"X88",0.0408808961972672,0.013830076198271,0.0357530188033124
"X89",0.0393209445557412,0.015668034678226,0.0499499739984296
"X90",0.042448315918879,0.0214021980109652,0.0309610495826873
"X91",0.0310578414645298,0.00200706463309359,0.0353923542746086
"X92",0.0520356977280109,-0.00156318929844892,0.0443653960498962
"X93",0.0409687001950128,-9.98384326421088e-05,0.0274562339225129
"X94",0.0296906722825067,0.00513068635038329,0.0467743851432027
"X95",0.0366186365567947,0.0166713469381433,0.0462559662357275
"X96",0.0207165004751359,0.0167987972531419,0.0404867686528013
"X97",0.0405406114141632,0.0147211546762442,0.0289155046200737
"X98",0.0357907493064019,0.0141698199600887,0.0373025617331932
"X99",0.02292192825526,0.014008178121529,0.0527122424853301
"X100",0.0309660882381806,0.0216114626715657,0.058772881960383
