"","scale.rs.","scale.cs.","scale.ps."
"X1",0.0392735229272466,0.0628935615718106,0.0228585275638829
"X2",0.0342604193340844,0.047682401492047,0.0212613283134295
"X3",0.0328663806229347,0.0565362031754911,0.0243398518468745
"X4",0.0432054766164571,0.0441422265738364,0.0238573211409314
"X5",0.0432304373713423,0.0448043561381921,0.00900832814669793
"X6",0.0326386928224891,0.0521043291939179,0.0266371005927495
"X7",0.0381300688974173,0.0525208718266901,0.0222164014762623
"X8",0.0242545154514544,0.0481311953396377,0.0242743218587399
"X9",0.040497641776783,0.0391644556407,0.0216337034808272
"X10",0.039127604440132,0.0579670051463765,0.0279218705153464
"X11",0.0416945737483996,0.0537987267604115,0.0226894398929404
"X12",0.0396414692627001,0.0457469476826401,0.0178056974359982
"X13",0.042407145007525,0.052447013204432,0.0175472271900736
"X14",0.0357963215593459,0.0459359466179924,0.0277280719620258
"X15",0.0340707805770553,0.0378692878066018,0.0187686138976853
"X16",0.0370793613247209,0.0409934255727936,0.0140910549250125
"X17",0.043773224752478,0.0457805299342915,0.0203740672610681
"X18",0.0313325349145921,0.0557366998436738,0.0274297184697813
"X19",0.0319605741207337,0.0511698816256182,0.0180314173991298
"X20",0.0302486446141909,0.0521926684941702,0.0214793545933125
"X21",0.0418681481987618,0.0496943398263435,0.0204458943764351
"X22",0.0292468481983624,0.0540271893652057,0.0172233069807347
"X23",0.038249535715813,0.0474317974794517,0.0188562266440391
"X24",0.0361063545312242,0.0361643718365626,0.0286137174250706
"X25",0.031569034913951,0.0315669951513668,0.0127626815332955
"X26",0.03698788472654,0.062453392669644,0.0249664554615761
"X27",0.0362967049163037,0.0520672858262312,0.0289809432071999
"X28",0.0408367731373466,0.0408542073899214,0.0249035507413325
"X29",0.0375128491682465,0.0531584115785554,0.0151787052095332
"X30",0.0351928897994281,0.0477039728820077,0.030641996390481
"X31",0.0379355726124817,0.0493233484179264,0.0235392415157192
"X32",0.0407279494738648,0.051054071752272,0.022048631668658
"X33",0.0297248907692369,0.0557186224449747,0.0273133734419097
"X34",0.0371715096901966,0.045438870922157,0.0174188706046121
"X35",0.0391733043370975,0.0466765692728477,0.0140425017691024
"X36",0.0346755042766687,0.0395092309618072,0.0191073426686515
"X37",0.0291448728094141,0.0427888593467406,0.0173947039044518
"X38",0.0309284764093947,0.0427931214345863,0.0192883204298229
"X39",0.0406542976274698,0.046454955102147,0.0152132535651315
"X40",0.0410387757528916,0.0547005760739125,0.0251547765558607
"X41",0.0338880291122312,0.0516307155382177,0.0272283556895103
"X42",0.0360622114533765,0.0406575750387509,0.0190704049598557
"X43",0.0453318846454715,0.0454109092574665,0.0206343355676456
"X44",0.0374180507351356,0.0469377718497818,0.0185787965154829
"X45",0.0400499075320113,0.043171234395047,0.0248685668203442
"X46",0.0360418119165984,0.0463884881005584,0.0146702508261706
"X47",0.0360783574187704,0.0514993490420826,0.0213763270005001
"X48",0.0349825196020015,0.050901496760743,0.0271707198860511
"X49",0.0395385612690464,0.0544485449120176,0.0307680047654051
"X50",0.0357936882854985,0.0352257690676031,0.0269677191682413
"X51",0.0395502889162884,0.0480348900137112,0.0246366042588493
"X52",0.0372565654888006,0.0465474164844347,0.0253797509782052
"X53",0.042599975760603,0.043783588994304,0.0277530031757059
"X54",0.0371613486614006,0.0588741531527387,0.029749772356385
"X55",0.0357596067297293,0.04158376740681,0.0149260503114349
"X56",0.0356544069589677,0.0507782504063346,0.0122458208618308
"X57",0.0414220683422877,0.0491516525416717,0.0176487996680565
"X58",0.0335454511361789,0.0390625041488043,0.0193707477725988
"X59",0.0418033675552965,0.0357884173832377,0.0128605150961117
"X60",0.0356892388668591,0.0404348342952768,0.0239631286879558
"X61",0.0439410205986827,0.0447143738141799,0.0230789560873398
"X62",0.0327438288487361,0.0515091558233142,0.0216910837807067
"X63",0.0463313058311975,0.0464551613128059,0.0224688210092595
"X64",0.031453598329702,0.0510548562342616,0.0156647995463043
"X65",0.0451611871872665,0.0518990870534686,0.0221668592473694
"X66",0.0314129932006009,0.0435347514160926,0.0303631859807587
"X67",0.0365516941139584,0.045767721847281,0.0168262675095798
"X68",0.0429274882671968,0.0478725790953128,0.0223096671350931
"X69",0.0399216607545634,0.0465531586877186,0.0239433206504636
"X70",0.0389727572889199,0.0414432656033012,0.0145025142067079
"X71",0.0387135824166648,0.0466882933513162,0.0240687827925403
"X72",0.0337685137288331,0.0392878434651036,0.0221748838784165
"X73",0.0350135466428296,0.0568511151940137,0.0261699214573313
"X74",0.0330885365020837,0.0525450384180647,0.0303123621925872
"X75",0.03825220026911,0.050845085954199,0.0235739957455533
"X76",0.035681787444513,0.0454373208299338,0.017776771758987
"X77",0.0376438299286753,0.0512867632629013,0.0170445208203217
"X78",0.0400077640218699,0.0446717465896014,0.0203553855386341
"X79",0.0358848683342542,0.0503132218626389,0.0202852777242355
"X80",0.0394145815747101,0.0388973800248514,0.0263979421490757
"X81",0.0338478484468382,0.039630591830686,0.0189741953041516
"X82",0.0317870595278475,0.0461505860236053,0.0265571266492092
"X83",0.0338573262445343,0.0501537823840073,0.0235666894995949
"X84",0.0350881545151897,0.0450901824672844,0.0237976929070582
"X85",0.0352016955317979,0.0434832143831281,0.0248505940995274
"X86",0.0373066779936114,0.0457442094562548,0.0215758586731576
"X87",0.0457329320830082,0.0554223840991453,0.026939594561931
"X88",0.0332516356996165,0.0404074876399049,0.0142678138188677
"X89",0.0286090689816178,0.0367076538360535,0.0123256911921582
"X90",0.0412027733882791,0.0523336325995418,0.0158037180232528
"X91",0.0351942444900931,0.0589676304761992,0.0233285917076851
"X92",0.0326376627032579,0.0523398797265008,0.0281196411527319
"X93",0.0312035929855635,0.0545351052629698,0.0294087139296431
"X94",0.0345313711296317,0.0422201727832109,0.0202023108161424
"X95",0.0322143768032805,0.0415615959209722,0.0208764981982686
"X96",0.0330809759547918,0.0480871506042513,0.0216672461410401
"X97",0.0324365764735514,0.0452668678188296,0.0172686649385559
"X98",0.0454420526348141,0.0451501232418469,0.0193300089316087
"X99",0.035106741260989,0.0562924697700827,0.0209914198771567
"X100",0.0468821531466649,0.0563543608875749,0.0237175554393494
