"","scale.rs.","scale.cs.","scale.ps."
"X1",0.0400281135586659,0.006597077272141,0.0214345204998011
"X2",0.0298727490954799,0.0107275486500429,0.0204667993407681
"X3",0.0336910310758859,0.0164130196143763,0.022224840372765
"X4",0.0423956170927632,0.0128850559044242,0.0173783261251302
"X5",0.0436443633801226,0.0131469972947958,0.0162912525944463
"X6",0.0389938787358836,0.00711613339544272,0.0219205355715337
"X7",0.0433856359193962,0.0131716680729001,0.0149368480343701
"X8",0.0336266010378093,0.00632318698359621,0.0246214690554865
"X9",0.0357949197722687,0.0115273119464217,0.0205742443717728
"X10",0.0438277025812618,0.0116972377069089,0.0123210940006208
"X11",0.0364071686657899,0.00915624649447793,0.023010444651862
"X12",0.0270375268703412,0.0114004348767361,0.0214786318293013
"X13",0.0334726413631375,0.0105226112209895,0.0182925268215097
"X14",0.0409816985004337,0.0057855841116427,0.0192048567715014
"X15",0.0340666311912538,0.00659739252403175,0.0239299819672187
"X16",0.032135955602498,0.0176152883483896,0.0155343095949988
"X17",0.0331109723465057,0.0113615312203616,0.0254107862908071
"X18",0.0400971200884514,0.00938001921906475,0.0149471557880563
"X19",0.0304844692956974,0.0105349158524733,0.0144129580080352
"X20",0.0362184971061905,0.0128372216651649,0.0198356235552085
"X21",0.0376611063762625,0.00809063147133823,0.0193779076122327
"X22",0.0418675081050329,0.00785861814986341,0.00859442190365014
"X23",0.0318634256016828,-2.22619264772261e-05,0.0138547927993237
"X24",0.0402392103840097,0.0136653038872704,0.0220702150874334
"X25",0.0423915297005271,0.0121955619295072,0.0155569926850666
"X26",0.035642622574528,0.0105766279319599,0.0137474504804925
"X27",0.0356209144711648,0.0141400686493845,0.0161651325181664
"X28",0.0298686008593748,0.0153917992912972,0.0150351353796419
"X29",0.0408507297472439,0.0172089841205363,0.0139224178342742
"X30",0.0347869140220481,0.0141621014070792,0.018257726077783
"X31",0.0361472986091259,0.017864924647068,0.021841459081815
"X32",0.0413704764532499,0.00798784317387089,0.0222562630164885
"X33",0.0377333158762048,0.0137279360220868,0.0240397165008697
"X34",0.0360817653167359,0.0170729683879548,0.0158225662157297
"X35",0.036407116544219,0.00746628014113883,0.0130731054833979
"X36",0.0275560785136495,0.0118941855199095,0.0177517861700267
"X37",0.0326812989339119,0.00954984100405366,0.0146258540620436
"X38",0.039319017346138,0.00707389788001374,0.02031822445786
"X39",0.0415229091277056,0.00841367169137381,0.0185082490723171
"X40",0.0330519919060817,0.0128237634963499,0.0204508935584206
"X41",0.0366688743603997,0.00171393947811539,0.0177029829913967
"X42",0.0406991227505486,0.00398447446951317,0.0257537075146305
"X43",0.0460542026609241,0.0148701857093062,0.0226463523932661
"X44",0.0382968034499712,0.0109538993536638,0.0247188724576538
"X45",0.043836572751111,0.0116648749859678,0.021193050404234
