"","exp"
"1",1.24040704504214
"2",1.23649344974454
"3",1.24055500559211
"4",1.24179972031477
"5",1.23080792527647
"6",1.23700875732576
"7",1.2268709944338
"8",1.22704915574449
"9",1.23971846683655
"10",1.24220862947319
"11",1.22473164310572
"12",1.23592868220391
"13",1.24252633279942
"14",1.23775316893561
"15",1.23489936030611
"16",1.22998118793979
"17",1.22879947694175
"18",1.23701068583147
"19",1.23535080447078
"20",1.23063181118268
"21",1.23002297251857
"22",1.23940576030242
"23",1.24025723794039
"24",1.23822105164827
"25",1.24275398304711
"26",1.24113944836063
"27",1.23403161434865
"28",1.23026877405416
"29",1.23065737816351
"30",1.23302332790278
"31",1.23403677401954
"32",1.23087556676503
"33",1.24407493959054
"34",1.23047080002259
"35",1.24070682234978
"36",1.23726171643105
"37",1.239401119658
"38",1.22749447841716
"39",1.23585178415937
"40",1.23934707912906
"41",1.23371787168654
"42",1.24048820269852
"43",1.23701489917346
"44",1.23473391327208
"45",1.23057463938792
"46",1.23336738480101
"47",1.23499895951909
"48",1.24278854958215
"49",1.24074162566659
"50",1.2432770851237
"51",1.23482472984127
"52",1.24188011333106
"53",1.23211961734603
"54",1.24022222989101
"55",1.23554557515987
"56",1.24217058616647
"57",1.23629069494217
"58",1.24402916885823
"59",1.23870474698854
"60",1.22587082792252
"61",1.23667051550386
"62",1.24655836705563
"63",1.23165907169331
"64",1.23201289397004
"65",1.23932261469184
"66",1.24093694933403
"67",1.2423234868849
"68",1.23331380844691
"69",1.23567040517624
"70",1.23198343270363
"71",1.23118676368329
"72",1.23751005472132
"73",1.23187766645131
"74",1.22927725274567
"75",1.23555579297607
"76",1.23533739101216
"77",1.2271818605289
"78",1.23776008655344
"79",1.24201827477328
"80",1.22914265594324
"81",1.23207189136564
"82",1.23334139414024
"83",1.23871570648572
"84",1.23378776748124
"85",1.23594347707431
"86",1.23210663008643
"87",1.24374499512566
"88",1.23510397125083
"89",1.24451489995263
"90",1.23866775482426
"91",1.22759782737928
"92",1.24025779460911
"93",1.24424922866606
"94",1.25235859068409
"95",1.23786102031066
"96",1.24065748868271
"97",1.23579266271792
"98",1.23323998712038
"99",1.23312324564614
"100",1.23879755276633
