"","scale.rs.","scale.cs.","scale.ps."
"X1",0.0304499072081826,0.027756475439942,0.0297544395429892
"X2",0.0371292035397258,0.028792836685665,0.0269332819629381
"X3",0.0269779045362827,0.035331568710734,0.0257284887812599
"X4",0.0372827322063452,0.0232256973231197,0.04203806601965
"X5",0.0372540480196796,0.0185518707187418,0.0242106912077756
"X6",0.0276783972090522,0.0304654714746447,0.0423049225123577
"X7",0.0281252241313799,0.0382087679450124,0.0355777704137078
"X8",0.0307131254901468,0.0202067926348281,0.0333549615817501
"X9",0.0297250408926915,0.0414851573879684,0.0367135106119161
"X10",0.0317534957183469,0.0398259565858392,0.033453084809054
"X11",0.0338865428769358,0.029774646535439,0.0369752363096865
"X12",0.0202483675294003,0.0443632775444627,0.0290513431456481
"X13",0.0337008010652413,0.0356118333860794,0.0450817015032224
"X14",0.0291145939529914,0.0350917411693581,0.0313705179809688
"X15",0.0341775734245598,0.0290532215608052,0.0378357075486889
"X16",0.0428043557956468,0.0274572659108562,0.0477950680749727
"X17",0.0471856527219154,0.0329258665462142,0.0329392322964538
"X18",0.0229821433788664,0.0282234727659591,0.0319540519064754
"X19",0.0339963512548966,0.0296563193655938,0.035093910353958
"X20",0.0301404114394137,0.0333846056305438,0.0264219509526434
"X21",0.024349724334089,0.0289304671626972,0.0334503396415111
"X22",0.0203971236912013,0.0336568849578734,0.0270900402307048
"X23",0.0198755465653659,0.048564931075821,0.040974546073243
"X24",0.033145121592513,0.0350744022408657,0.0357664787040637
"X25",0.035185138793421,0.0372658690753837,0.0239659283776301
"X26",0.0375850029319772,0.0238070923398576,0.0286853248777863
"X27",0.0341330664222262,0.0469527077108775,0.0335880053016415
"X28",0.0413831170584391,0.0256031168605124,0.0414097708570138
"X29",0.0330991927926728,0.0355938103145829,0.0281618333318827
"X30",0.0470294566374165,0.0350117571750876,0.035195319423602
"X31",0.0273399660309,0.0350360521581837,0.0303781425715339
"X32",0.0373696195939648,0.0319040304674341,0.0465783033356392
"X33",0.0300926326735809,0.0397447370092783,0.03089466489468
"X34",0.0329625933216444,0.0266044406385963,0.0282615032587036
"X35",0.0281724822021176,0.0291827610994696,0.0365827077017502
"X36",0.0284985943177746,0.0404415335321276,0.0434691281426732
"X37",0.0324017664121812,0.036999362333671,0.0251953211830169
"X38",0.0200594234911571,0.0345314327836233,0.0317168075855216
"X39",0.0237119369660495,0.0431755993287906,0.0529904483242453
"X40",0.0386199634397251,0.0320983365267132,0.0393690696864797
"X41",0.0327357744892838,0.0259251915256036,0.0330596415894055
"X42",0.0341816989888212,0.0173181891643315,0.026664194031268
"X43",0.0374547041158914,0.0353213434655411,0.0199799825491859
"X44",0.0426335791268734,0.031610295066796,0.0335834287620515
"X45",0.0250875605288934,0.0502135130628982,0.0332291964545895
"X46",0.0304202918139294,0.0441903015186445,0.0345731921162003
"X47",0.025607454102471,0.0292233669437661,0.0277098648195831
"X48",0.0360608199459152,0.0260175048128659,0.0317353572690689
"X49",0.0547534751735588,0.0324846657416434,0.0250798448269745
"X50",0.0445040857504013,0.0269872929184665,0.0277064605578438
"X51",0.0353587677291178,0.04279686476211,0.0356592026368661
"X52",0.029965871359836,0.00990240659689169,0.0306426389791208
"X53",0.0361194548089858,0.0365585085189545,0.0347444907434016
"X54",0.018993016936929,0.0380917237333841,0.0475427428143387
"X55",0.0253052852771466,0.0369419351671842,0.0383823853356344
"X56",0.0394644741091867,0.0311721810212823,0.0328980859305676
"X57",0.0399957163120506,0.0344000093639665,0.0328711852602043
"X58",0.0289048315254662,0.0316041485195616,0.0255558816750112
"X59",0.0424989541324569,0.0277351081231469,0.0313383072301601
"X60",0.0247040977117528,0.0424855602332014,0.0265951063758001
"X61",0.0411695504720699,0.0320952041683819,0.0396125252694994
"X62",0.036990534466115,0.0385068135092331,0.0352455215073532
"X63",0.0439752985663373,0.0252485374437849,0.0299301384807714
"X64",0.0382577731332215,0.0473977963357281,0.0489731262881919
"X65",0.0267640122221206,0.0438309387230175,0.0457982387045461
"X66",0.033516610643988,0.0527323236748283,0.0339639183575322
"X67",0.0277913162735685,0.0416331867895051,0.0322710945956594
"X68",0.0421102267156598,0.032574326761437,0.0293519192262697
"X69",0.0338740250137705,0.0454226594043611,0.0335241452372355
"X70",0.0381306364782961,0.0344369240073682,0.0312561085393316
"X71",0.0400739550810649,0.01881309551767,0.0348335340431459
"X72",0.0334208910486337,0.0355591289628324,0.0332388406382813
"X73",0.0339021034497014,0.0366075444770598,0.0319496391443098
"X74",0.0270818430892012,0.0455200390469101,0.0346657430284131
"X75",0.0329476973329936,0.0512884790176635,0.023163097768086
"X76",0.0321911815429312,0.0483026612921615,0.0558850982639038
"X77",0.025833562165151,0.0477875734681007,0.0370017619220507
"X78",0.0209986433946092,0.0531502567764104,0.0380175920033722
"X79",0.0397786280329314,0.0427884522995362,0.0389086600475326
"X80",0.038682597273701,0.0387065282312144,0.0474697845728083
"X81",0.0428805720308409,0.0222800738497318,0.0190204891459889
"X82",0.027236878808657,0.0435904983642622,0.0311896836261104
"X83",0.0310626719680796,0.0361122186249078,0.0386734454785163
"X84",0.03247832502417,0.0183371516686077,0.044680452798001
"X85",0.0337409421215035,0.0386509586268022,0.0323518075575222
"X86",0.054637496255757,0.0252554936479775,0.0197353295715617
"X87",0.0542451060850483,0.0254332282980251,0.0278098538701393
"X88",0.0313818637476311,0.0303190332173817,0.0434099353904043
"X89",0.0229146164273021,0.0351291340946527,0.0497811114900858
"X90",0.0266652726819338,0.0522867161542541,0.0509894214606604
"X91",0.0393309347371046,0.0422583477854832,0.0301909841342163
"X92",0.0319011741725346,0.0318084650293727,0.0254247583352567
"X93",0.034391119270173,0.0451280191296959,0.0378810251571419
"X94",0.0295304525109836,0.0412121699311205,0.0286902187501433
"X95",0.0336255750824113,0.034957495653215,0.0371291085055426
"X96",0.0267745198206292,0.0245785652430485,0.0405443549102026
"X97",0.0350865784128514,0.029641556913691,0.0249172852492646
"X98",0.0472098995971938,0.0387110166756047,0.0346268211167329
"X99",0.0422581897590228,0.0318479337243294,0.0526050754048563
"X100",0.0408352616305447,0.0332157211466723,0.0437308026312871
