"","scale.rs.","scale.cs.","scale.ps."
"X1",0.0340039417789049,0.00563567563652845,0.0179321431735263
"X2",0.0253918102002678,0.00910939469916421,0.0177217649473194
"X3",0.028296799085434,0.0143481319491274,0.019131511243966
"X4",0.0364125169267187,0.0106266472035393,0.0147352957481957
"X5",0.0368917803653748,0.0110943731274207,0.0137724500729874
"X6",0.0329964159353374,0.00602401261576346,0.0188549568777795
"X7",0.0373301701198634,0.0108370286105346,0.0126607121012305
"X8",0.0287560233343766,0.00550980841209934,0.0208089201047775
"X9",0.0304926884895582,0.0100564498489131,0.0177078012180133
"X10",0.0374827181861394,0.00981398583380212,0.010118005113464
"X11",0.0309482523871485,0.00749575709170364,0.0195851747849877
"X12",0.0226561997323384,0.00991510389819962,0.018523605133035
"X13",0.0284018877566418,0.00868610329354683,0.0158711630054726
"X14",0.0348111116087436,0.00490448812464316,0.0159461380815886
"X15",0.029103329370815,0.00543642159332386,0.0204275324730664
"X16",0.0274577579586249,0.01458868561046,0.0130628560742081
"X17",0.0284894232443301,0.00981789316648491,0.0215387731556409
"X18",0.0339753013075003,0.00808764802276016,0.012379728138143
"X19",0.0260570042868963,0.00831837924848608,0.0119721309611433
"X20",0.030622144007175,0.0106905352800731,0.0165332889449578
"X21",0.0323089852009246,0.00634856180093508,0.0160841434056346
"X22",0.0352587855981647,0.00662404953799698,0.00727156166250507
"X23",0.0269347758689405,-0.000149664723100711,0.0117328249048047
"X24",0.0347357451748907,0.0112394389455391,0.0186172834470873
"X25",0.035559785783462,0.0100215243404123,0.0134158344923676
"X26",0.030501272137878,0.00884058444487366,0.0112898899812215
"X27",0.029861017456027,0.0120960332096983,0.0136062894542806
"X28",0.0253708119049926,0.0134572114627677,0.0128925993536863
"X29",0.0349479736203094,0.0144195966198521,0.0117198023610847
"X30",0.0300338157375226,0.0121322218396404,0.0155448657234404
"X31",0.030864858458252,0.0152426625964565,0.0181221491302131
"X32",0.0348304682760054,0.00689288084289153,0.018858713758704
"X33",0.0324419861330246,0.0114752832495635,0.0200613872376156
"X34",0.0307878358288323,0.0146137569812378,0.0134547881154438
"X35",0.0312236660493058,0.00611535345132452,0.0109823913793685
"X36",0.0234569696606094,0.0103976347549271,0.0151306582667799
"X37",0.027608650623894,0.00857105231702221,0.0128640078291555
"X38",0.0335239201775976,0.0064188594307307,0.0171712606541801
"X39",0.0355147939059661,0.00744284105956243,0.0158048906035507
"X40",0.0280536035734788,0.0109225756150953,0.0174356289866186
"X41",0.0313172174945016,0.00116416446859972,0.0149315936737152
"X42",0.0343805377295777,0.0038272963587143,0.022227341266567
"X43",0.0391384006110132,0.0124405108015667,0.0191342351504605
"X44",0.0328487637097986,0.00924659210190558,0.0210333578769744
"X45",0.0370537320190149,0.00958031872635248,0.0174921353889526
"X46",0.0277387296674642,0.00668321623428053,0.0181910027534787
"X47",0.0332912664136469,0.0115162635186372,0.0151936121378923
"X48",0.0319342939287496,0.00663419695925968,0.0147899950104171
"X49",0.0243855149206914,0.0137883516229777,0.0166888358474579
"X50",0.0331151433064253,0.00935922090808624,0.0191886973380965
"X51",0.0362265098379579,0.0137477050953477,0.0246860213264455
"X52",0.0295575034081976,0.000720519124170681,0.0174021885839099
"X53",0.0327983113176727,0.00744265988244701,0.0155315344779587
"X54",0.0299255097502223,0.0100818927324862,0.0158737806083017
"X55",0.0349639851493741,0.0134821912931609,0.0165165321518885
"X56",0.043580508717245,0.0154168354192005,0.0216348449178828
"X57",0.0233722291791678,0.00674057997321434,0.0164558273569676
"X58",0.0287721856299574,0.009449663870884,0.0219449359872685
"X59",0.0322252969943541,0.00984750086461767,0.0169247614859139
"X60",0.0329334172665277,0.00423217532587979,0.0158169085509687
"X61",0.0366812835461348,0.00799958329029921,0.0211752651925951
"X62",0.0276138915267927,0.00719838459668819,0.0196070749410592
"X63",0.0304414805947641,0.0100875504546209,0.0147894683759852
"X64",0.0355563149299167,0.00596971228394908,0.0217579318934915
"X65",0.033337136675631,0.0075635561667295,0.0170991466568556
"X66",0.02702291879339,0.00627493271795655,0.0154587748780918
"X67",0.0323522349908383,0.0120823910987685,0.0189031016347503
"X68",0.0224627726018971,0.0105362975841147,0.0129013519282373
"X69",0.0273975683712337,0.0114184552386114,0.016741517181237
"X70",0.0260758554913576,0.00647277214877136,0.0135507010971999
"X71",0.0287109112161454,0.00575621954742059,0.00821052789634475
"X72",0.0323679041773599,0.006215075389372,0.0162551828948806
"X73",0.0301378015074004,0.00632283819976172,0.0208287998764848
"X74",0.0308889629170741,0.0120972730081633,0.0169538787248102
"X75",0.026193967776669,0.00549677997861191,0.0110483275906378
"X76",0.0308967538752106,0.0105582045797382,0.0206101299824572
"X77",0.024360004881388,0.0135736777590712,0.0136164374295928
"X78",0.0328350376071039,0.00795947449349811,0.0180403513649833
"X79",0.030067817957591,0.0126264061644328,0.0149679869564808
"X80",0.0319327386956353,0.00671667179254264,0.0137926189994554
"X81",0.0314148580787276,0.0132801858257168,0.0114277890641737
"X82",0.0316691158811827,0.0125565650524247,0.018848502871753
"X83",0.0273341935284777,0.00992347020271112,0.0132224139893898
"X84",0.0318682340838319,0.00906015239183552,0.0215120530612839
"X85",0.0316669696079043,0.00644860760613385,0.0188345631771442
"X86",0.0257664988652543,0.0108488504057341,0.018383428861333
"X87",0.034622421853572,0.0117225885312128,0.0140580368805644
"X88",0.0350511365096728,0.00648501173248575,0.0157423983100397
"X89",0.0316255181785546,0.0134062210164884,0.0136703523980319
"X90",0.0258911228460845,0.00763957831549003,0.00861473656279493
"X91",0.0327064639193914,0.00585678151456979,0.00865986704876086
"X92",0.0321761378145537,0.0129761305667844,0.017649493409082
"X93",0.0308197197357375,0.0145371576648765,0.0254668413411654
"X94",0.0315886463305991,0.00924675789116195,0.0126567835272924
"X95",0.0223163103082662,0.00903668686723978,0.0172570052955063
"X96",0.0327623042230291,0.00570498112245368,0.0147586364553205
"X97",0.0352924615560526,0.0119061411048058,0.0198696259662873
"X98",0.0336565413190868,0.00958806734760315,0.0186646651965521
"X99",0.0277566928388215,0.0146745504509986,0.0181562711053271
"X100",0.0264648686043024,0.0103142362835274,0.0110978514113023
