"","scale.rs.","scale.cs.","scale.ps."
"X1",0.0273484337704457,0.0131026474456909,0.0241814405450244
"X2",0.0251130489149776,0.00817695538066978,0.0220577893450748
"X3",0.0265709093191303,0.00651042879860221,0.0126719840400567
"X4",0.0270179233584357,0.0120184097608147,0.0186636703435865
"X5",0.0330932851517915,0.0149730230121339,0.0223590565196928
"X6",0.034690069538177,0.0147993158927332,0.0132579744263246
"X7",0.0221340458494945,0.00473445428601632,0.0193355389496584
"X8",0.0254079892940369,0.006520306077878,0.0201071940439184
"X9",0.0242959126571128,0.0107193218493029,0.0151241012493894
"X10",0.0315545642466633,0.0102301831298306,0.0137783314443018
"X11",0.0238515021927551,0.00678550227250824,0.0150252135146765
"X12",0.0246673716987057,0.00618049303492309,0.013275957419799
"X13",0.0251139526690005,0.00902403107502651,0.0195799492016635
"X14",0.0246117034036239,0.00832105348955738,0.0223775729592126
"X15",0.0271015407606426,0.00621402328334558,0.0199546006508001
"X16",0.031211352476954,0.0141750419961258,0.0137057706373811
"X17",0.0228740435951892,0.00655735863650184,0.020229699790826
"X18",0.0214659062142664,0.00460239197679787,0.0208012169463449
"X19",0.0260206071483807,0.0158099677057315,0.014756371617565
"X20",0.0292829199477166,0.0127519718064791,0.0152977544940808
"X21",0.0332257133139169,0.00912339576406645,0.00844920627266772
"X22",0.0278828271168506,0.00543151025787766,0.0109996421217095
"X23",0.0357415315323167,0.0103798482089255,0.0134815955295755
"X24",0.0289016397023049,0.00568690502707569,0.0135851994404515
"X25",0.0252023546201901,0.00776496867164899,0.0106990883298539
"X26",0.0255626041501903,0.00925334926917213,0.0167240039738792
"X27",0.0299064234687675,0.0149663202835053,0.0192545180406109
"X28",0.0238018385490428,0.0093733166245213,0.0109160714848627
"X29",0.0274081755318217,0.0146251310292281,0.0168311206756746
"X30",0.0249258914873921,0.00866258581002825,0.0222068225796105
"X31",0.0313678196885311,0.00573229103087071,0.0127029131004635
"X32",0.0266549252387174,0.0122652745384427,0.0214921948140365
"X33",0.0267367569155699,0.00619151441634296,0.0159900884760708
"X34",0.0240932700927942,0.0095899394505144,0.013761353439236
"X35",0.0288501884571377,0.011077490954044,0.0141679001990355
"X36",0.0291968044366282,0.00681312746903518,0.0154861617820097
"X37",0.0316577701073916,0.0109991176806834,0.0209021514892375
"X38",0.0311883405984055,0.012806830311033,0.0196188597355211
"X39",0.028805692794823,0.00781163182275142,0.0214078734193625
"X40",0.0255442014914835,0.00711573873289589,0.0191401178013124
"X41",0.0297291445331427,0.0129352997191981,0.0173894025494889
"X42",0.0189841779148131,0.00362016450139019,0.0231002902340429
"X43",0.0251646888023313,0.0046686380853554,0.0137453443293452
