"","exp"
"1",0.515846022442039
"2",0.514270571898771
"3",0.514935881746789
"4",0.507923579568725
"5",0.514201367707473
"6",0.513319148368488
"7",0.513078395340817
"8",0.511980680809125
"9",0.51922888134481
"10",0.52152222991342
"11",0.520352024595447
"12",0.515293096127101
"13",0.51227014483244
"14",0.509279026430649
"15",0.515859305974249
"16",0.513749477189288
"17",0.513538063431811
"18",0.509137703663855
"19",0.508266425783834
"20",0.511951143736857
"21",0.514396450574154
"22",0.51566434756311
"23",0.518037451670243
"24",0.513670552531675
"25",0.511659256853667
"26",0.514489386121655
"27",0.513339696428607
"28",0.508839995801376
"29",0.510578999842347
"30",0.508385523588428
"31",0.508582933292604
"32",0.515682120834946
"33",0.508536325337902
"34",0.513696827200877
"35",0.507677277627571
"36",0.510696704513981
"37",0.51583338278727
"38",0.514076791952957
"39",0.511778973612488
"40",0.509622713251345
"41",0.511686813317088
"42",0.515266542821611
"43",0.518496416287483
"44",0.504304195793064
"45",0.509088140935486
"46",0.515186575040799
"47",0.507409768696115
"48",0.518295816712387
"49",0.510070092738756
"50",0.508394383633524
"51",0.509431455390041
"52",0.513813334482832
"53",0.512986950365834
"54",0.511542531241733
"55",0.520654947692065
"56",0.518940481854288
"57",0.518094999677799
"58",0.505455765639695
"59",0.511127621941352
"60",0.513829683257031
"61",0.511574416851162
"62",0.512099513595681
"63",0.511970281813405
"64",0.512701059960253
"65",0.512899545723687
"66",0.512048439400397
"67",0.509665173413345
"68",0.511626808295389
"69",0.512194654039215
"70",0.506969160016644
"71",0.513516510916165
"72",0.514644893313695
"73",0.515970887393322
"74",0.513388466809876
"75",0.511816069790287
"76",0.51643300871245
"77",0.515593265467191
"78",0.515288114961261
"79",0.516019306010118
"80",0.512630026397362
"81",0.505212721612394
"82",0.509047953441829
"83",0.51321594197551
"84",0.510951628913699
"85",0.515141872404667
"86",0.510277472197222
"87",0.504454759416585
"88",0.511411650068256
"89",0.506232825665376
"90",0.50858699270785
"91",0.512071056765026
"92",0.50718407012517
"93",0.520066999001128
"94",0.510463355301109
"95",0.513644176383629
"96",0.518028883608198
"97",0.513849448123772
"98",0.512283447024763
"99",0.51094026205547
"100",0.515711821084719
