"","exp"
"1",0.514744099023626
"2",0.516027203804214
"3",0.511103918473038
"4",0.508466981102553
"5",0.51203987514264
"6",0.510237233772598
"7",0.517165797642262
"8",0.512673102491086
"9",0.507544214735571
"10",0.51020232620331
"11",0.513108520342725
"12",0.513423877520996
"13",0.512593326980386
"14",0.510013110685774
"15",0.510725141298033
"16",0.515596446858434
"17",0.505671248611971
"18",0.50723112296246
"19",0.511858375458176
"20",0.515385402976348
"21",0.515642506569679
"22",0.514067678619
"23",0.507319513924111
"24",0.508296106713427
"25",0.51012663490213
"26",0.51204299671009
"27",0.507912333780619
"28",0.514891327438557
"29",0.509680635627189
"30",0.513490960731226
"31",0.5085285957724
"32",0.513193059130879
"33",0.518274288953626
"34",0.505038100270801
"35",0.514751240180658
"36",0.508252702142452
"37",0.520033798759499
"38",0.511399106606683
"39",0.51992473396177
"40",0.514620489685917
"41",0.519651509557411
"42",0.510011465713787
"43",0.509837035127711
"44",0.509358524455934
"45",0.513722289296535
"46",0.514457226546209
"47",0.509269686835457
"48",0.510711186916478
"49",0.517280860962977
"50",0.514767892045082
"51",0.517341538253985
"52",0.513466140168066
"53",0.517273455948383
"54",0.511143251371859
"55",0.510701723948663
"56",0.512199797461898
"57",0.515567569305179
"58",0.515561960647686
"59",0.515289631683561
"60",0.509989633722566
"61",0.511471487609113
"62",0.515488910862924
"63",0.511847181856846
"64",0.510009856316461
"65",0.512034117011869
"66",0.518852182173819
"67",0.510632423774058
"68",0.5093490220038
"69",0.509512391145611
"70",0.517248472960511
"71",0.513803149093901
"72",0.511645414645759
"73",0.51522582092719
"74",0.520660906059238
"75",0.514451728375346
"76",0.516365688280453
"77",0.511126314736316
"78",0.516873353687976
"79",0.514900244442527
"80",0.513499853943534
"81",0.513005588795488
"82",0.509416463522219
"83",0.51265102620594
"84",0.507301270790224
"85",0.517164419317965
"86",0.515899689721824
"87",0.510600266706106
"88",0.512369020185731
"89",0.507091216345611
"90",0.510867439437138
"91",0.511417081258471
"92",0.504677071024836
"93",0.515549642864168
"94",0.515447166140087
"95",0.513747168834366
"96",0.513715689842261
"97",0.515369500533114
"98",0.516017827475772
"99",0.516476088158405
"100",0.511730805168256
