"obs","date","hour","period","cage","video","camera","scorer","is.fasting.trial","fasted.bats","actor","receiver","behav","h.start","min.start","sec.start","h.end","min.end","sec.end","duration","notes","switch","latency"
"2019.08.02_0900 adldd_addld g",2019-08-02,"0900",1564751801,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","adldd","addld","g",9,16,41,9,17,15,34,NA,1,4.48333333333333
"2019.08.02_0900 addld_adldd g",2019-08-02,"0900",1564751801,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","addld","adldd","g",9,16,41,9,17,15,34,NA,0,286.266666666667
"2019.08.02_0900 cnone_cldw g",2019-08-02,"0900",1564751815,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","cnone","cldw","g",9,16,55,9,21,13,258,NA,1,4.5
"2019.08.02_0900 cldw_cnone g",2019-08-02,"0900",1564751815,"big_cage","CH02_2019-08-02_09_09_40__09_18_02.mp4",2,"imran",TRUE,"aldd, bes, cfd","cldw","cnone","g",9,16,55,9,21,13,258,NA,1,8.58333333333333
"2019.08.02_0900 add_adldd g",2019-08-02,"0900",1564752113,"big_cage","CH02_2019-08-02_09_18_02__09_26_24.mp4",2,"imran",TRUE,"aldd, bes, cfd","add","adldd","g",9,21,53,9,22,21,28,NA,1,8.53333333333333
"2019.08.02_0900 adldd_add g",2019-08-02,"0900",1564752113,"big_cage","CH02_2019-08-02_09_18_02__09_26_24.mp4",2,"imran",TRUE,"aldd, bes, cfd","adldd","add","g",9,21,53,9,22,21,28,NA,1,5.2
"2019.08.02_0900 bs_bes g",2019-08-02,"0900",1564752116,"big_cage","CH02_2019-08-02_09_18_02__09_26_24.mp4",2,"imran",TRUE,"aldd, bes, cfd","bs","bes","g",9,21,56,9,22,21,25,NA,1,7.61666666666667
"2019.08.02_0900 bes_bs g",2019-08-02,"0900",1564752116,"big_cage","CH02_2019-08-02_09_18_02__09_26_24.mp4",2,"imran",TRUE,"aldd, bes, cfd","bes","bs","g",9,21,56,9,22,21,25,NA,1,10.7333333333333
"2019.08.02_0900 cldw_cfd g",2019-08-02,"0900",1564752144,"big_cage","CH02_2019-08-02_09_18_02__09_26_24.mp4",2,"imran",TRUE,"aldd, bes, cfd","cldw","cfd","g",9,22,24,9,22,36,12,NA,1,5.48333333333333
"2019.08.02_0900 cfd_cldw g",2019-08-02,"0900",1564752144,"big_cage","CH02_2019-08-02_09_18_02__09_26_24.mp4",2,"imran",TRUE,"aldd, bes, cfd","cfd","cldw","g",9,22,24,9,22,36,12,NA,1,7.65
"2019.08.02_0900 addldd_adldd g",2019-08-02,"0900",1564753091,"big_cage","CH02_2019-08-02_09_34_47__09_43_09.mp4",2,"imran",TRUE,"aldd, bes, cfd","addldd","adldd","g",9,38,11,9,38,53,42,NA,1,241.883333333333
"2019.08.02_0900 adldd_addldd g",2019-08-02,"0900",1564753091,"big_cage","CH02_2019-08-02_09_34_47__09_43_09.mp4",2,"imran",TRUE,"aldd, bes, cfd","adldd","addldd","g",9,38,11,9,38,53,42,NA,1,16.3
"2019.08.02_0900 cdw_bscs g",2019-08-02,"0900",1564753136,"big_cage","CH02_2019-08-02_09_34_47__09_43_09.mp4",2,"imran",TRUE,"aldd, bes, cfd","cdw","bscs","g",9,38,56,9,39,34,38,NA,1,23.4166666666667
"2019.08.02_0900 bscs_cdw g",2019-08-02,"0900",1564753144,"big_cage","CH02_2019-08-02_09_34_47__09_43_09.mp4",2,"imran",TRUE,"aldd, bes, cfd","bscs","cdw","g",9,39,4,9,39,34,30,NA,1,24.75
"2019.08.02_1900 adld_bdlx g",2019-08-02,"1900",1564787642,"big_cage","CH02_2019-08-02_19_13_50_19_22_!2",2,"bridget",FALSE,"none","adld","bdlx","g",19,14,2,19,14,48,46,NA,1,833.8
"2019.08.02_1900 bdlx_adld g",2019-08-02,"1900",1564787644,"big_cage","CH02_2019-08-02_19_13_50_19_22_!2",2,"bridget",FALSE,"none","bdlx","adld","g",19,14,4,19,14,48,44,NA,1,598.033333333333
"2019.08.02_1900 bd_bdlx g",2019-08-02,"1900",1564787799,"big_cage","CH02_2019-08-02_19_13_50_19_22_!2",2,"bridget",FALSE,"none","bd","bdlx","g",19,16,39,19,16,50,11,NA,1,603.333333333333
"2019.08.02_1900 bdlx_bd g",2019-08-02,"1900",1564787801,"big_cage","CH02_2019-08-02_19_13_50_19_22_!2",2,"bridget",FALSE,"none","bdlx","bd","g",19,16,41,19,18,40,119,NA,1,2.61666666666667
"2019.08.02_1900 bd_bdlx g",2019-08-02,"1900",1564787821,"big_cage","CH02_2019-08-02_19_13_50_19_22_!2",2,"bridget",FALSE,"none","bd","bdlx","g",19,17,1,19,20,7,186,NA,0,0.366666666666667
"2019.08.02_1900 bdlx_bd g",2019-08-02,"1900",1564787927,"big_cage","CH02_2019-08-02_19_13_50_19_22_!2",2,"bridget",FALSE,"none","bdlx","bd","g",19,18,47,19,19,0,13,NA,0,2.1
"2019.08.02_1900 bdlx_bd g",2019-08-02,"1900",1564787946,"big_cage","CH02_2019-08-02_19_13_50_19_22_!2",2,"bridget",FALSE,"none","bdlx","bd","g",19,19,6,19,20,4,58,NA,0,2.41666666666667
"2019.08.02_1900 bxdlx_cnone g",2019-08-02,"1900",1564788186,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","bxdlx","cnone","g",19,23,6,19,25,33,147,NA,0,849.133333333333
"2019.08.02_1900 cnone_bxdlx g",2019-08-02,"1900",1564788186,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","cnone","bxdlx","g",19,23,6,19,28,10,304,NA,1,606.183333333333
"2019.08.02_1900 clwd_bscs g",2019-08-02,"1900",1564788329,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","clwd","bscs","g",19,25,29,19,25,50,21,NA,1,610.733333333333
"2019.08.02_1900 bscs_clwd g",2019-08-02,"1900",1564788333,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","bscs","clwd","g",19,25,33,19,25,50,17,NA,1,586.483333333333
"2019.08.02_1900 bxdlx_cnone g",2019-08-02,"1900",1564788339,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","bxdlx","cnone","g",19,25,39,19,28,10,151,NA,0,851.683333333333
"2019.08.02_1900 bscs_bd g",2019-08-02,"1900",1564788350,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","bscs","bd","g",19,25,50,19,26,16,26,NA,1,0.283333333333333
"2019.08.02_1900 bd_bscs g",2019-08-02,"1900",1564788350,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","bd","bscs","g",19,25,50,19,26,59,69,NA,1,9.18333333333333
"2019.08.02_1900 bscs_bd g",2019-08-02,"1900",1564788383,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","bscs","bd","g",19,26,23,19,26,47,24,NA,0,0.55
"2019.08.02_1900 bd_ax g",2019-08-02,"1900",1564788417,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","bd","ax","g",19,26,57,19,27,15,18,NA,1,1.11666666666667
"2019.08.02_1900 ax_bd g",2019-08-02,"1900",1564788421,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","ax","bd","g",19,27,1,19,28,52,111,NA,1,616.183333333333
"2019.08.02_1900 cdw_bscs g",2019-08-02,"1900",1564788425,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","cdw","bscs","g",19,27,5,19,27,25,20,NA,0,588.15
"2019.08.02_1900 bscs_cdw g",2019-08-02,"1900",1564788426,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","bscs","cdw","g",19,27,6,19,28,15,69,NA,1,1.26666666666667
"2019.08.02_1900 bd_ax g",2019-08-02,"1900",1564788440,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","bd","ax","g",19,27,20,19,27,41,21,NA,0,0.383333333333333
"2019.08.02_1900 cfd_bxx g",2019-08-02,"1900",1564788448,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","cfd","bxx","g",19,27,28,19,28,50,82,NA,1,605.066666666667
"2019.08.02_1900 bxx_cfd g",2019-08-02,"1900",1564788449,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","bxx","cfd","g",19,27,29,19,28,50,81,NA,1,611.966666666667
"2019.08.02_1900 bd_ax g",2019-08-02,"1900",1564788467,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","bd","ax","g",19,27,47,19,28,52,65,NA,0,0.833333333333333
"2019.08.02_1900 bscs_cnone g",2019-08-02,"1900",1564788495,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","bscs","cnone","g",19,28,15,19,28,47,32,NA,1,1.15
"2019.08.02_1900 ax_bd g",2019-08-02,"1900",1564788587,"big_cage","CH02_2019-08-02_19_22_12_19_30_35",2,"bridget",FALSE,"none","ax","bd","g",19,29,47,19,30,35,48,NA,0,2.76666666666667
"2019.08.02_1900 ax_bd g",2019-08-02,"1900",1564788635,"big_cage","CH02_2019-08-02_19_30_35_19_38_57",2,"bridget",FALSE,"none","ax","bd","g",19,30,35,19,31,15,40,NA,0,3.56666666666667
"2019.08.02_1900 bxdlx_cnone g",2019-08-02,"1900",1564788892,"big_cage","CH02_2019-08-02_19_30_35_19_38_57",2,"bridget",FALSE,"none","bxdlx","cnone","g",19,34,52,19,35,0,8,NA,0,860.9
"2019.08.02_1900 cnone_bxdlx g",2019-08-02,"1900",1564788893,"big_cage","CH02_2019-08-02_19_30_35_19_38_57",2,"bridget",FALSE,"none","cnone","bxdlx","g",19,34,53,19,35,0,7,NA,0,11.7833333333333
"2019.08.02_1900 cfd_cnone g",2019-08-02,"1900",1564788972,"big_cage","CH02_2019-08-02_19_30_35_19_38_57",2,"bridget",FALSE,"none","cfd","cnone","g",19,36,12,19,38,57,165,NA,1,8.73333333333333
"2019.08.02_1900 cnone_cfd g",2019-08-02,"1900",1564788973,"big_cage","CH02_2019-08-02_19_30_35_19_38_57",2,"bridget",FALSE,"none","cnone","cfd","g",19,36,13,19,38,57,164,NA,1,13.1166666666667
"2019.08.02_1900 bxx_adldd g",2019-08-02,"1900",1564788984,"big_cage","CH02_2019-08-02_19_30_35_19_38_57",2,"bridget",FALSE,"none","bxx","adldd","g",19,36,24,19,37,49,85,NA,1,8.91666666666667
"2019.08.02_1900 adldd_bxx g",2019-08-02,"1900",1564788985,"big_cage","CH02_2019-08-02_19_30_35_19_38_57",2,"bridget",FALSE,"none","adldd","bxx","g",19,36,25,19,37,52,87,NA,1,598.233333333333
"2019.08.02_1900 cfd_cnone g",2019-08-02,"1900",1564789137,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","cfd","cnone","g",19,38,57,19,41,51,174,NA,0,2.75
"2019.08.02_1900 cnone_cfd g",2019-08-02,"1900",1564789137,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","cnone","cfd","g",19,38,57,19,41,51,174,NA,0,2.73333333333333
"2019.08.02_1900 adldd_bxx g",2019-08-02,"1900",1564789186,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","adldd","bxx","g",19,39,46,19,40,17,31,NA,0,3.35
"2019.08.02_1900 bxx_adldd g",2019-08-02,"1900",1564789188,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","bxx","adldd","g",19,39,48,19,40,17,29,NA,0,3.4
"2019.08.02_1900 adldd_bxx g",2019-08-02,"1900",1564789223,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","adldd","bxx","g",19,40,23,19,41,33,70,NA,0,3.96666666666667
"2019.08.02_1900 bxx_adldd g",2019-08-02,"1900",1564789224,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","bxx","adldd","g",19,40,24,19,41,33,69,NA,0,4
"2019.08.02_1900 bscs_bd g",2019-08-02,"1900",1564789283,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","bscs","bd","g",19,41,23,19,41,51,28,NA,1,13.1333333333333
"2019.08.02_1900 adld_bxx g",2019-08-02,"1900",1564789293,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","adld","bxx","g",19,41,33,19,41,40,7,NA,1,27.5166666666667
"2019.08.02_1900 bxx_adld g",2019-08-02,"1900",1564789295,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","bxx","adld","g",19,41,35,19,41,40,5,NA,1,5.18333333333333
"2019.08.02_1900 bscs_bd g",2019-08-02,"1900",1564789337,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","bscs","bd","g",19,42,17,19,42,51,34,NA,0,0.9
"2019.08.02_1900 bscs_bd g",2019-08-02,"1900",1564789380,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","bscs","bd","g",19,43,0,19,43,36,36,NA,0,1.61666666666667
"2019.08.02_1900 bd_bscs g",2019-08-02,"1900",1564789397,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","bd","bscs","g",19,43,17,19,43,30,13,NA,1,16.3333333333333
"2019.08.02_1900 bscs_cfd g",2019-08-02,"1900",1564789468,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","bscs","cfd","g",19,44,28,19,44,34,6,NA,1,3.08333333333333
"2019.08.02_1900 cfd_bscs g",2019-08-02,"1900",1564789469,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","cfd","bscs","g",19,44,29,19,44,34,5,NA,1,8.28333333333333
"2019.08.02_1900 bscs_cnone g",2019-08-02,"1900",1564789477,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","bscs","cnone","g",19,44,37,19,47,19,162,NA,1,0.15
"2019.08.02_1900 cnone_bscs g",2019-08-02,"1900",1564789477,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","cnone","bscs","g",19,44,37,19,47,19,162,NA,1,8.4
"2019.08.02_1900 cnone_bscs g",2019-08-02,"1900",1564789489,"big_cage","CH02_2019-08-02_19_38_57_19_47_19",2,"bridget",FALSE,"none","cnone","bscs","g",19,44,49,19,46,10,81,NA,0,0.2
"2019.08.02_1900 bscs_cnone g",2019-08-02,"1900",1564789639,"big_cage","CH02_2019-08-02_19_47_19_19_55_41",2,"bridget",FALSE,"none","bscs","cnone","g",19,47,19,19,48,37,78,NA,0,2.7
"2019.08.02_1900 cnone_bscs g",2019-08-02,"1900",1564789639,"big_cage","CH02_2019-08-02_19_47_19_19_55_41",2,"bridget",FALSE,"none","cnone","bscs","g",19,47,19,19,48,37,78,NA,0,2.7
"2019.08.02_1900 cdw_adld g",2019-08-02,"1900",1564789664,"big_cage","CH02_2019-08-02_19_47_19_19_55_41",2,"bridget",FALSE,"none","cdw","adld","g",19,47,44,19,48,0,16,NA,1,608.8
"2019.08.02_1900 adld_cdw g",2019-08-02,"1900",1564789668,"big_cage","CH02_2019-08-02_19_47_19_19_55_41",2,"bridget",FALSE,"none","adld","cdw","g",19,47,48,19,48,0,12,NA,1,6.25
"2019.08.02_1900 bscs_adld g",2019-08-02,"1900",1564790103,"big_cage","CH02_2019-08-02_19_47_19_19_55_41",2,"bridget",FALSE,"none","bscs","adld","g",19,55,3,19,55,41,38,NA,1,10.4333333333333
"2019.08.02_1900 adld_bscs g",2019-08-02,"1900",1564790110,"big_cage","CH02_2019-08-02_19_47_19_19_55_41",2,"bridget",FALSE,"none","adld","bscs","g",19,55,10,19,55,41,31,NA,1,7.36666666666667
"2019.08.02_1900 bscs_adld g",2019-08-02,"1900",1564790141,"big_cage","CH02_2019-08-02_19_55_41_20_04_04",2,"bridget",FALSE,"none","bscs","adld","g",19,55,41,19,55,54,13,NA,0,0.633333333333333
"2019.08.02_1900 adld_bscs g",2019-08-02,"1900",1564790141,"big_cage","CH02_2019-08-02_19_55_41_20_04_04",2,"bridget",FALSE,"none","adld","bscs","g",19,55,41,19,55,54,13,NA,0,0.516666666666667
"2019.08.02_1900 adld_addldd g",2019-08-02,"1900",1564790156,"big_cage","CH02_2019-08-02_19_55_41_20_04_04",2,"bridget",FALSE,"none","adld","addldd","g",19,55,56,19,56,1,5,NA,1,0.766666666666667
"2019.08.02_2000 bscs_cnone g",2019-08-02,"2000",1564790490,"big_cage","CH02_2019-08-02_19_55_42__20_04_04.mp4",2,"imran",FALSE,"none","bscs","cnone","g",20,1,30,20,3,36,126,NA,1,6.45
"2019.08.02_2000 cnone_bscs g",2019-08-02,"2000",1564790491,"big_cage","CH02_2019-08-02_19_55_42__20_04_04.mp4",2,"imran",FALSE,"none","cnone","bscs","g",20,1,31,20,3,36,125,NA,0,16.9
"2019.08.02_2000 addldd_clw g",2019-08-02,"2000",1564790751,"big_cage","CH02_2019-08-02_20_04_04__20_12_26.mp4",2,"imran",FALSE,"none","addldd","clw","g",20,5,51,20,5,57,6,NA,1,627.666666666667
"2019.08.02_2000 clw_addldd g",2019-08-02,"2000",1564790751,"big_cage","CH02_2019-08-02_20_04_04__20_12_26.mp4",2,"imran",FALSE,"none","clw","addldd","g",20,5,51,20,5,57,6,NA,1,658.316666666667
"2019.08.02_2000 clw_bd g",2019-08-02,"2000",1564790763,"big_cage","CH02_2019-08-02_20_04_04__20_12_26.mp4",2,"imran",FALSE,"none","clw","bd","g",20,6,3,20,6,14,11,NA,1,0.2
"2019.08.02_2000 bd_clw g",2019-08-02,"2000",1564790763,"big_cage","CH02_2019-08-02_20_04_04__20_12_26.mp4",2,"imran",FALSE,"none","bd","clw","g",20,6,3,20,6,12,9,NA,1,22.7666666666667
"2019.08.02_2000 bxx_cfd g",2019-08-02,"2000",1564790810,"big_cage","CH02_2019-08-02_20_04_04__20_12_26.mp4",2,"imran",FALSE,"none","bxx","cfd","g",20,6,50,20,7,14,24,NA,1,25.25
"2019.08.02_2000 cfd_bxx g",2019-08-02,"2000",1564790820,"big_cage","CH02_2019-08-02_20_04_04__20_12_26.mp4",2,"imran",FALSE,"none","cfd","bxx","g",20,7,0,20,7,10,10,NA,1,22.5166666666667
"2019.08.02_2000 bxx_cfd g",2019-08-02,"2000",1564790914,"big_cage","CH02_2019-08-02_20_04_04__20_12_26.mp4",2,"imran",FALSE,"none","bxx","cfd","g",20,8,34,20,11,8,154,NA,0,1.73333333333333
"2019.08.02_2000 cfd_bxx g",2019-08-02,"2000",1564790914,"big_cage","CH02_2019-08-02_20_04_04__20_12_26.mp4",2,"imran",FALSE,"none","cfd","bxx","g",20,8,34,20,11,8,154,NA,0,1.56666666666667
"2019.08.02_2000 bxx_cfd g",2019-08-02,"2000",1564791084,"big_cage","CH02_2019-08-02_20_04_04__20_12_26.mp4",2,"imran",FALSE,"none","bxx","cfd","g",20,11,24,20,11,51,27,NA,0,4.56666666666667
"2019.08.02_2000 cfd_bxx g",2019-08-02,"2000",1564791084,"big_cage","CH02_2019-08-02_20_04_04__20_12_26.mp4",2,"imran",FALSE,"none","cfd","bxx","g",20,11,24,20,11,47,23,NA,0,4.4
"2019.08.02_2000 adld_cdw g",2019-08-02,"2000",1564792442,"big_cage","CH02_2019-08-02_20_29_11__20_37_33.mp4",2,"imran",FALSE,"none","adld","cdw","g",20,34,2,20,34,12,10,NA,1,38.1
"2019.08.02_2000 bscs_clw g",2019-08-02,"2000",1564792555,"big_cage","CH02_2019-08-02_20_29_11__20_37_33.mp4",2,"imran",FALSE,"none","bscs","clw","g",20,35,55,20,40,30,275,NA,1,34.4166666666667
"2019.08.02_2000 clw_bscs g",2019-08-02,"2000",1564792555,"big_cage","CH02_2019-08-02_20_29_11__20_37_33.mp4",2,"imran",FALSE,"none","clw","bscs","g",20,35,55,20,40,30,275,NA,1,29.8666666666667
"2019.08.02_2000 ax_bxdlx g",2019-08-02,"2000",1564792794,"big_cage","CH02_2019-08-02_20_37_33__20_45_55.mp4",2,"imran",FALSE,"none","ax","bxdlx","g",20,39,54,20,40,0,6,NA,1,72.8833333333333
"2019.08.02_2000 bxdlx_ax g",2019-08-02,"2000",1564792794,"big_cage","CH02_2019-08-02_20_37_33__20_45_55.mp4",2,"imran",FALSE,"none","bxdlx","ax","g",20,39,54,20,40,0,6,NA,1,925.933333333333
"2019.08.02_2000 ax_cdw g",2019-08-02,"2000",1564792810,"big_cage","CH02_2019-08-02_20_37_33__20_45_55.mp4",2,"imran",FALSE,"none","ax","cdw","g",20,40,10,20,41,22,72,NA,1,0.266666666666667
"2019.08.02_2000 cdw_ax g",2019-08-02,"2000",1564792810,"big_cage","CH02_2019-08-02_20_37_33__20_45_55.mp4",2,"imran",FALSE,"none","cdw","ax","g",20,40,10,20,43,22,192,NA,1,52.4333333333333
"2019.08.02_2000 ax_clwd g",2019-08-02,"2000",1564792887,"big_cage","CH02_2019-08-02_20_37_33__20_45_55.mp4",2,"imran",FALSE,"none","ax","clwd","g",20,41,27,20,42,23,56,NA,1,1.28333333333333
"2019.08.02_2000 bscs_cfd g",2019-08-02,"2000",1564792907,"big_cage","CH02_2019-08-02_20_37_33__20_45_55.mp4",2,"imran",FALSE,"none","bscs","cfd","g",20,41,47,20,45,16,209,NA,1,5.86666666666667
"2019.08.02_2000 ax_cdw g",2019-08-02,"2000",1564792947,"big_cage","CH02_2019-08-02_20_37_33__20_45_55.mp4",2,"imran",FALSE,"none","ax","cdw","g",20,42,27,20,42,52,25,NA,1,1
"2019.08.02_2000 bscs_clwd g",2019-08-02,"2000",1564793128,"big_cage","CH02_2019-08-02_20_37_33__20_45_55.mp4",2,"imran",FALSE,"none","bscs","clwd","g",20,45,28,20,45,42,14,NA,1,3.68333333333333
"2019.08.02_2000 clwd_bscs g",2019-08-02,"2000",1564793128,"big_cage","CH02_2019-08-02_20_37_33__20_45_55.mp4",2,"imran",FALSE,"none","clwd","bscs","g",20,45,28,20,45,42,14,NA,0,79.9833333333333
"2019.08.02_2000 clwd_cfd g",2019-08-02,"2000",1564793155,"big_cage","CH02_2019-08-02_20_45_55__20_54_17.mp4",2,"imran",FALSE,"none","clwd","cfd","g",20,45,55,20,50,2,247,NA,1,80.4333333333333
"2019.08.02_2000 cfd_clwd g",2019-08-02,"2000",1564793155,"big_cage","CH02_2019-08-02_20_45_55__20_54_17.mp4",2,"imran",FALSE,"none","cfd","clwd","g",20,45,55,20,50,24,269,NA,1,38.9166666666667
"2019.08.02_2000 bscs_bd g",2019-08-02,"2000",1564793495,"big_cage","CH02_2019-08-02_20_45_55__20_54_17.mp4",2,"imran",FALSE,"none","bscs","bd","g",20,51,35,20,51,50,15,NA,1,6.11666666666667
"2019.08.02_2000 bd_bscs g",2019-08-02,"2000",1564793495,"big_cage","CH02_2019-08-02_20_45_55__20_54_17.mp4",2,"imran",FALSE,"none","bd","bscs","g",20,51,35,20,51,50,15,NA,1,45.5333333333333
"2019.08.02_2000 addldd_adld g",2019-08-02,"2000",1564793527,"big_cage","CH02_2019-08-02_20_45_55__20_54_17.mp4",2,"imran",FALSE,"none","addldd","adld","g",20,52,7,20,52,16,9,NA,1,46.2666666666667
"2019.08.02_2000 bscs_bes g",2019-08-02,"2000",1564793540,"big_cage","CH02_2019-08-02_20_45_55__20_54_17.mp4",2,"imran",FALSE,"none","bscs","bes","g",20,52,20,20,58,19,359,NA,1,0.75
"2019.08.02_2000 bes_bscs g",2019-08-02,"2000",1564793545,"big_cage","CH02_2019-08-02_20_45_55__20_54_17.mp4",2,"imran",FALSE,"none","bes","bscs","g",20,52,25,20,57,50,325,NA,1,690.483333333333
"2019.08.02_2000 bscs_bes g",2019-08-02,"2000",1564793920,"big_cage","CH02_2019-08-02_20_54_17__21_02_40.mp4",2,"imran",FALSE,"none","bscs","bes","g",20,58,40,20,59,10,30,NA,0,6.33333333333333
"2019.08.02_2000 bes_bscs g",2019-08-02,"2000",1564793920,"big_cage","CH02_2019-08-02_20_54_17__21_02_40.mp4",2,"imran",FALSE,"none","bes","bscs","g",20,58,40,20,59,10,30,NA,0,6.25
"2019.08.02_2000 bscs_bes g",2019-08-02,"2000",1564793962,"big_cage","CH02_2019-08-02_20_54_17__21_02_40.mp4",2,"imran",FALSE,"none","bscs","bes","g",20,59,22,20,59,59,37,NA,0,7.03333333333333
"2019.08.02_2000 bes_bscs g",2019-08-02,"2000",1564793962,"big_cage","CH02_2019-08-02_20_54_17__21_02_40.mp4",2,"imran",FALSE,"none","bes","bscs","g",20,59,22,20,59,59,37,NA,0,6.95
"2019.08.02_2100 bscs_bes g",2019-08-02,"2100",1564794000,"big_cage","CH02_2019-08-02_20_54_17__21_02_40.mp4",2,"imran",FALSE,"none","bscs","bes","g",21,0,0,21,0,53,53,NA,0,7.66666666666667
"2019.08.02_2100 bes_bscs g",2019-08-02,"2100",1564794000,"big_cage","CH02_2019-08-02_20_54_17__21_02_40.mp4",2,"imran",FALSE,"none","bes","bscs","g",21,0,0,21,0,40,40,NA,0,7.58333333333333
"2019.08.02_2100 cdw_clwd g",2019-08-02,"2100",1564794176,"big_cage","CH02_2019-08-02_21_02_40__21_11_02.mp4",2,"imran",FALSE,"none","cdw","clwd","g",21,2,56,21,3,12,16,NA,1,22.7666666666667
"2019.08.02_2100 clwd_cdw g",2019-08-02,"2100",1564794176,"big_cage","CH02_2019-08-02_21_02_40__21_11_02.mp4",2,"imran",FALSE,"none","clwd","cdw","g",21,2,56,21,3,12,16,NA,1,17.0166666666667
"2019.08.02_2100 bscs_adld g",2019-08-02,"2100",1564794777,"big_cage","CH02_2019-08-02_21_11_02__21_19_24.mp4",2,"imran",FALSE,"none","bscs","adld","g",21,12,57,21,14,2,65,NA,1,20.6166666666667
"2019.08.02_2100 adld_bscs g",2019-08-02,"2100",1564794777,"big_cage","CH02_2019-08-02_21_11_02__21_19_24.mp4",2,"imran",FALSE,"none","adld","bscs","g",21,12,57,21,14,2,65,NA,1,38.9166666666667
"2019.08.02_2100 cdw_clwd g",2019-08-02,"2100",1564795617,"big_cage","CH02_2019-08-02_21_19_24__21_27_47.mp4",2,"imran",FALSE,"none","cdw","clwd","g",21,26,57,21,28,4,67,NA,0,24.0166666666667
"2019.08.02_2100 clwd_cdw g",2019-08-02,"2100",1564795617,"big_cage","CH02_2019-08-02_21_19_24__21_27_47.mp4",2,"imran",FALSE,"none","clwd","cdw","g",21,26,57,21,28,4,67,NA,0,24.0166666666667
"2019.08.02_2100 cdw_clwd g",2019-08-02,"2100",1564795791,"big_cage","CH02_2019-08-02_21_27_47__21_36_09.mp4",2,"imran",FALSE,"none","cdw","clwd","g",21,29,51,21,30,6,15,NA,0,26.9166666666667
"2019.08.02_2100 clwd_cdw g",2019-08-02,"2100",1564795791,"big_cage","CH02_2019-08-02_21_27_47__21_36_09.mp4",2,"imran",FALSE,"none","clwd","cdw","g",21,29,51,21,30,6,15,NA,0,26.9166666666667
"2019.08.02_2100 cdw_clwd g",2019-08-02,"2100",1564795830,"big_cage","CH02_2019-08-02_21_27_47__21_36_09.mp4",2,"imran",FALSE,"none","cdw","clwd","g",21,30,30,21,30,38,8,NA,0,27.5666666666667
